"Country","Year","Access.to.electricity....of.population.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net..BoP..current.US..","Foreign.direct.investment..net.inflows....of.GDP.","Foreign.direct.investment..net.outflows....of.GDP.","Foreign.direct.investment..net.outflows..BoP..current.US..","Forest.area....of.land.area.","Forest.area..sq..km.","GDP..current.US..","GDP.per.capita..current.US..","GDP..PPP..current.international...","High.technology.exports..current.US..","Households.and.NPISHs.Final.consumption.expenditure..PPP..current.international...","Immunization..DPT....of.children.ages.12.23.months.","Immunization..measles....of.children.ages.12.23.months.","Immunization..HepB3....of.one.year.old.children.","Individuals.using.the.Internet....of.population.","Inflation..consumer.prices..annual...","Life.expectancy.at.birth..total..years.","Mortality.rate..infant..per.1.000.live.births.","Military.expenditure....of.GDP.","Military.expenditure..current.USD.","Net.migration","People.using.at.least.basic.sanitation.services....of.population.","People.using.at.least.basic.drinking.water.services....of.population.","Proportion.of.seats.held.by.women.in.national.parliaments....","Total.greenhouse.gas.emissions.excluding.LULUCF.per.capita..t.CO2e.capita.","Tuberculosis.treatment.success.rate....of.new.cases.","Voice.and.Accountability..Percentile.Rank","Women.Business.and.the.Law.Index.Score..scale.1.100.","Educational.attainment..at.least.completed.upper.secondary..population.25...total......cumulative.","Government.expenditure.on.education..total....of.GDP.","Government.expenditure.on.education..total....of.government.expenditure.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","Unemployment..total....of.total.labor.force...national.estimate.","Life.Ladder","Log.GDP.per.capita","Social.support","Healthy.life.expectancy.at.birth","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","Positive.affect","Negative.affect","Tax.Rate"
"Bosnia and Herzegovina",2023,NA,NA,-934281757.138801,3.7622620799658,0.366699138654678,100896470.342349,NA,NA,27514782476.0406,8638.66620201187,71317281185.4159,335043704,43685800676.935,73,55,77,83.3772,6.1059011284828,NA,NA,0.80838231949892,216702019.532458,-485,NA,NA,19.0476190476191,9.22992973787414,NA,38.23529434,85,72.0473861694336,NA,NA,NA,10.668,6.009,9.759,0.879,67.4,0.847,0.241,0.948,0.579,0.249,10
"Botswana",2020,71.8,55.557,-100018095.555262,0.212513314006456,-0.456043834026617,-68225485.1410335,26.9170504473029,152547,14960291105.9316,6323.31419156209,36179967540.1178,16838415,16468911384.9865,95,87,95,67.4756,1.8903591682421,65.647,32.7,3.33478768726661,499027479.519605,-11330,80.026238683341,92.3385777393314,10.7692307692308,4.44005521802752,78,60.86956406,63.75,43.7358360290527,8.05833625793457,21.465087890625,55.6,21.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana",2021,73.7,55.094,286135721.77231,-1.70154533730106,-0.175565194143178,-32920135.8022233,26.7083090713391,151364,18750946600.1423,7808.20623956293,43133140608.7628,23428722,17657612773.0284,95,97,95,75.2388,7.24097765588442,61.141,32.1,3.04556932426419,536630400.905482,-4083,80.2922288193525,92.4485161411384,10.7692307692308,4.80861282871409,76,60.38647461,63.75,44.2293739318848,NA,NA,56.3,23.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana",2022,75.9,54.585,-699506126.122522,3.49190816493543,0.0497885775253163,10118014.2367132,26.4995676953752,150181,20321958850.0363,8329.04032229144,48743310496.069,38953785,19349442014.6724,86,90,86,77.3272,11.665567478802,65.913,31.2,2.38212537208377,485102054.698513,-7306,80.5508168196432,92.5675619878434,11.1111111111111,5.07920022689529,76,60.86956406,63.75,44.8843154907227,NA,NA,54.8,23.615,3.435,9.65,0.75,54.725,0.739,-0.218,0.831,0.623,0.287,22
"Botswana",2023,NA,NA,-655929875.06375,3.43067994055575,0.0489155688285593,9487705.06266882,NA,NA,19396084498.0084,7820.23240375076,51877779435.3879,25600565,21289828778.2636,95,97,95,NA,5.0676154934383,NA,NA,2.52982250302121,511929918.591925,-6487,NA,NA,11.1111111111111,5.12562473692104,NA,62.74509811,63.75,45.9548873901367,NA,NA,NA,23.381,3.332,9.673,0.701,55,0.741,-0.264,0.814,0.657,0.247,22
"Brazil",2020,99.7,47.46,-41737369809.01,2.59263795330717,-0.234891708968538,-3467253501.56,59.4174780513368,4966196,1476107231194.11,7074.19378281866,3359777233099.99,5944951723,2049983643033.59,77,79,77,81.3427,3.21176803803376,74.009,13,1.32666026860555,19591209004.4634,-78437,90.0784764801568,99.3208587959277,14.6198830409357,5.82763439629943,67,57.00482941,85,52.8899993896484,5.77150011062622,11.5625896453857,19.4,13.697,6.11,9.555,0.831,65.575,0.786,-0.061,0.729,0.653,0.389,34
"Brazil",2021,99.5,45.67,-30201173400.34,2.77979084916568,0.972038152947978,16239330119.85,59.2705274977447,4953913.667,1670647399034.67,7972.53665048385,3787769507879.98,6350128610,2257501973882.02,68,73,68,80.6899,8.30165975585673,72.75,12.8,1.16368211072875,19187122475.4493,-208581,90.8109852394536,99.5894010970371,15.2046783625731,6.17756947647136,65,56.0386467,85,53.5400009155273,5.4969801902771,12.8002004623413,22.1,13.159,6.01,9.598,0.814,65.75,0.792,0.086,0.739,0.662,0.407,34
"Brazil",2022,100,42.881,-41251769571.23,3.8221961533297,1.70880593961054,33354592259,59.1275118866159,4941960.222,1951923942083.32,9281.33334441234,4180229770505.3,7707210423,2564371231424.59,77,81,77,80.5278,9.28010608956873,73.425,12.5,1.06984583971521,20542063567.3716,-253639,90.8834993687823,99.5937713070223,17.7387914230019,6.17427385655354,66,55.55555725,85,54.0099983215332,NA,NA,18.4,9.231,6.257,9.622,0.866,65.925,0.83,-0.064,0.742,0.681,0.341,34
"Brazil",2023,NA,NA,-39079031684.51,2.95479345180782,1.15695340323515,25148298781.32,NA,NA,2173665655937.27,10294.866680778,4456606930516.12,8060841826,2760832927487.69,90,87,90,84.1506,4.59356282283204,NA,NA,1.07876906016448,22887482837.9402,-240059,NA,NA,17.5438596491228,6.1578308749706,NA,59.80392075,85,60.1056327819824,NA,NA,NA,7.947,6.553,9.635,0.856,66.1,0.87,-0.036,0.733,0.694,0.313,34
"Bulgaria",2020,99.7,37.508,-2896310000,4.68157355237615,0.585956767804034,414370000,35.8603537214444,38930,70716821234.5967,10198.5388313404,179336816273.097,2155498073,92775079529.0135,91,88,91,70.1625,1.67244096855756,73.6585365853659,5.4,1.59346116571228,1119011539.8065,30167,86.0351144450633,99.1167359557668,26.6666666666667,7.72509145134529,NA,56.0386467,90.625,77.7799987792969,4.50513982772827,9.45689678192139,15.5,5.125,5.598,10.02,0.916,66.4,0.818,-0.012,0.901,0.642,0.221,10
"Bulgaria",2021,99.8,36.408,-1344780000,2.76635474460295,1.17334048647997,990510000,35.9801031687546,39060,84417951260.8091,12274.0775950496,201372027226.131,2629729427,107455947724.421,89,89,89,75.2714,3.29774435299515,71.4634146341463,5.2,1.51749089579214,1275244890.55509,11756,86.0455071778207,99.0892984922743,23.75,8.72813944923502,79,56.52173996,90.625,78.4247741699219,4.73032999038696,10.561671257019,15.8,5.267,5.422,10.102,0.884,66.5,0.841,-0.018,0.891,0.647,0.253,10
"Bulgaria",2022,100,39.409,-3621890000,5.46200820001027,1.46621600388971,1329020000,36.0998526160649,39190,90642851835.8996,13644.201582807,231364698003.175,2722362666,127589899287.732,91,91,91,79.1269,15.3252589264366,74.3609756097561,5,1.59228669627303,1436901369.51973,26498,86.0558628837298,99.0625327881186,24.1666666666667,9.66874414073437,NA,57.48792267,90.625,79.3163833618164,NA,NA,14.8,4.268,5.378,10.197,0.953,66.6,0.741,-0.152,0.942,0.582,0.165,10
"Bulgaria",2023,NA,NA,-2852510000,3.9628971861931,1.177451063894,1205800000,NA,NA,102407653020.606,15885.5391311331,241172184972.52,3178034114,134393161644.881,92,92,92,80.3896,9.44284140088564,NA,NA,1.84737280288254,1918445357.72681,5173,NA,NA,24.1666666666667,8.27914452836815,NA,60.29411697,90.625,NA,NA,NA,NA,4.319,5.59,10.273,0.935,66.7,0.754,-0.131,0.948,0.539,0.192,10
"Burkina Faso",2020,18.5,91.464,91638973.2622608,-0.557279533533573,-0.0402757602827973,-7138882.75218105,22.7207602339181,62164,17725010532.5268,825.237038782475,51134807594.6267,4097239,32047761945.561,91,88,91,15.5971,1.88443993781991,59.731,52.5,2.13201807583334,382464677.360491,-5661,23.3206825506615,48.5409861511794,6.2992125984252,1.34201387514788,82,39.13043594,82.5,NA,5.15086507797241,20.9924583435059,40.1,NA,4.64,7.647,0.668,55.275,0.75,0.12,0.809,0.605,0.388,28
"Burkina Faso",2021,19,90.079,36838054.5021799,-0.405926078113797,-0.218907298840621,-43119300.8368249,22.5380116959064,61664,19697516284.3787,895.535288442991,54689652540.5665,3595403,34651896148.6714,91,88,91,18.114,3.65353287214209,59.27,51.2,2.32265667240954,458279098.444886,-13079,24.0411194450571,49.02263050914,6.2992125984252,1.52962620144729,82,41.54589462,82.5,6.34940004348755,5.22401523590088,21.3924655914307,40.5,NA,4.636,7.687,0.658,55.65,0.644,0.064,0.736,0.62,0.363,28
"Burkina Faso",2022,19.5,88.56,-646208346.279291,3.55861030023451,0.125024554484231,23529894.570874,22.3552631578947,61164,18820218690.5948,836.118304593682,59465954759.3973,2782855,36873250004.4085,93,91,93,19.9237,14.2902354303358,59.766,50.1,2.97748651283525,562583349.170273,-24960,24.7564935540426,49.5058741648756,16.9014084507042,1.51143731686801,82,29.95169067,82.5,5.32541227340698,5.27651214599609,21.9580974578857,40.7,1.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burkina Faso",2023,NA,NA,NA,0.0254581416466507,0.0254581416466507,5174270,NA,NA,20324617844.5265,882.689810086163,63429415199.2727,8323768,40390859954.892,94,94,94,NA,0.742910428668841,NA,NA,4.00532688335591,826357641.199296,-24957,NA,NA,16.9014084507042,1.49644468008375,NA,25.49019623,82.5,5.26034164428711,NA,20.2971973419189,NA,5.348,4.462,7.693,0.58,56.4,0.715,0.105,0.65,0.639,0.346,27.5
"Cambodia",2020,86.4,48.594,-3497632098.9228,10.410239809326,0.364790113231216,127012891.210156,45.7079651031045,80683.7,34818073901.4851,2081.73914242939,99390356590.6425,308424335,58025235253.4476,87,83,87,53.6508,2.9402951426397,70.416,21.9,2.39555954750291,621329326.832404,0,70.249097797564,76.2531074222297,20,2.78075228241663,96,12.56038666,75,9.60517978668213,3.0023500919342,17.1683502197266,50,0.172,4.377,8.361,0.724,61.7,0.963,0.047,0.863,0.771,0.39,20
"Cambodia",2021,82.5,47.847,-3391043980.60199,9.4684591111041,0.251201994742066,92417625.0517258,44.825968728756,79126.8,36790163687.4421,2167.40324198499,105674090069.142,454908154,60042880576.4797,87,83,87,55.6004,2.92073477592949,69.584,21.1,2.32195713555091,630407255.027116,-27025,73.5541422054636,77.0660433448441,21.6,2.83728258682756,95,10.62801933,81.25,11.5267601013184,3.01162648200989,15.7361831665039,51.1,0.396,4.555,8.379,0.713,61.9,0.965,0.012,0.844,0.759,0.391,20
"Cambodia",2022,92.3,47.089,-3428345015.46067,8.94830125779537,0.376267127722784,150486280.413257,43.9439723544074,77569.9,39994532959.6074,2325.03050040841,118985531249.839,1225957686,63997024228.3067,85,83,85,56.7328,5.34370264895437,69.896,20.3,2.09006160154534,618689402.034712,-31350,76.719418336462,78.0065041801654,20.8,2.76711218015125,96,13.04347801,81.25,NA,2.88349270820618,NA,50.5,NA,4.25,8.419,0.784,62.1,0.946,0.151,0.86,0.756,0.388,20
"Cambodia",2023,NA,NA,-3807381867.70874,9.35096701989758,0.357643079247946,151410511.177671,NA,NA,42335646895.7984,2429.74853452838,129381226378.543,NA,69564264542.3736,85,79,85,NA,2.12746796594194,NA,NA,2.08968280637576,667985733.158485,-31837,NA,NA,13.6,2.79930761690278,NA,12.74509811,81.25,NA,2.95115232467651,NA,NA,NA,4.221,8.462,0.738,62.3,0.961,0.07,0.799,0.683,0.394,20
"Cameroon",2020,64.3,112.084,-590771937.991006,1.65595614712353,0.207035431142956,84415055.6618637,43.02951069366,203404.8,40773241177.0505,1555.60370660749,114420802871.501,6620517,80987187263.1087,68,63,68,41.2264,2.43760882182236,60.833,49.9,0.96440732254506,393299390.063774,-9888,42.6527994756676,68.4506973221862,33.8888888888889,1.47937331208286,86,15.45893764,60,NA,3.10390138626099,14.4511222839355,55.8,NA,5.241,8.207,0.72,55.175,0.675,0.042,0.837,0.626,0.386,33
"Cameroon",2021,65.4,109.907,-908709842.789489,2.14061326900657,0.121793603930951,54821660.6938561,42.9110448266379,202844.8,45011937346.8384,1672.32657340872,129022200845.744,5718462,91103463026.7624,71,65,71,42.5456,2.27185762503637,60.333,48.3,0.978117031343036,443336832.005677,-9888,42.9056321489974,68.8955645759552,33.8888888888889,1.44481533828622,88,17.87439537,60,NA,2.82764077186584,15.0479040145874,58.5,3.275,4.963,8.216,0.695,55.85,0.715,-0.029,0.849,0.612,0.347,33
"Cameroon",2022,71,108.328,-898335371.153816,2.08735032157122,0.0616638111647852,27346177.4094362,42.7925789596158,202284.8,44347206072.5513,1604.87726954895,143385827220.976,NA,101913804375.092,71,68,71,43.8629,6.24767713343861,60.958,47,0.942511872454016,416638021.640202,-4798,43.119165338496,69.5925526409308,33.8888888888889,1.42907130088401,89,17.87439537,60,NA,2.61768436431885,12.766975402832,59.6,NA,4.712,8.225,0.629,56.525,0.675,0.022,0.849,0.586,0.362,33
"Cameroon",2023,NA,NA,NA,-0.2214581867426,-0.2214581867426,-109133290,NA,NA,49279410982.826,1736.86091073524,153370677810.356,NA,108034123379.846,75,71,75,NA,7.38281384280984,NA,NA,0.933338169286478,456128243.812134,-4798,NA,NA,33.8888888888889,1.38785586292902,NA,19.6078434,60,NA,NA,13.0829515457153,NA,NA,4.946,8.238,0.716,57.2,0.739,-0.028,0.855,0.588,0.356,33
"Canada",2020,100,5.805,18306166114.2054,1.75897085668576,2.86462616548379,47429177993.5052,38.6955125094946,3469281,1655684730000.19,43537.839298904,1847837502049.2,25573870176,980853035327.553,92,90,84,92.3,0.716999632307827,81.6604878048781,4.5,1.40083568623706,23082774049.217,256592,98.6730053902748,99.221809586814,28.9940828402367,18.7209255298599,NA,96.13526917,100,88.1384048461914,4.88794994354248,9.87754249572754,6.5,9.657,7.025,10.74,0.931,71.35,0.887,0.043,0.434,0.738,0.307,26.47
"Canada",2021,100,5.262,44529088999.5606,2.94525148855338,5.16341866470238,103654193306.428,39.4701279256318,3468911.133,2007472181464.15,52496.8441693242,2162380202946.26,29240972618,1097170747237.23,92,90,84,93.2917,3.39519318527528,81.5870731707317,4.4,1.26729446473527,25362240829.3461,198867,98.5885660943908,99.2219886396018,30.4733727810651,19.0447303892085,NA,96.13526917,100,86.5199966430664,4.74860000610352,11.0546884536743,7.7,7.527,6.939,10.783,0.926,71.4,0.898,0.189,0.384,0.763,0.276,26.15
"Canada",2022,100,4.889,37342988263.1283,2.31251652587337,4.04017211607641,87327648385.017,39.4659199995449,3468541.311,2161483369422.01,55509.393176404,2441788041935.78,31224620822,1236335754126.51,92,92,83,94,6.80280115341613,81.2956097560976,4.3,1.19577775821206,25567943876.0417,459988,98.5883581968614,99.2221843145889,30.4733727810651,19.1387562143263,74,95.6521759,100,89.1743698120117,4.13957166671753,11.0546884536743,8.5,5.28,6.918,10.799,0.929,71.45,0.838,0.22,0.442,0.719,0.287,26.21
"Canada",2023,NA,NA,35229170707.4981,2.22851105516488,3.87283539444497,82974371888.6245,NA,NA,2142470914401.36,53431.1857063879,2542963182454.04,35226982857,1314449221176.61,92,92,83,NA,3.87900159788426,NA,NA,1.29300145446276,27221543360.7346,433842,NA,NA,30.6547619047619,18.6463777865303,NA,95.09803772,100,89.5703811645508,NA,NA,NA,5.415,6.841,10.794,0.902,71.5,0.847,0.196,0.468,0.726,0.304,26.21
"Chad",2020,10.9,140.715,NA,NA,NA,NA,3.42519059720457,43130,10715396042.3343,622.095543396442,27018641553.8438,NA,24531793201.2307,52,45,52,8.34311,4.4641443723286,52.777,67.3,3.00516441872389,322866526.49139,36605,12.5503207178957,51.1953778058648,15.4320987654321,4.75949072839035,81,11.11111069,66.25,NA,2.73960399627686,11.6715059280396,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad",2021,11.3,137.946,NA,NA,NA,NA,3.33650992693774,42013.333,11779981332.8631,660.747192555507,30311041208.7462,NA,24763155952.5403,58,53,58,11.0057,-0.772844370359139,52.525,65.7,2.80961635576231,330998078.191986,74509,12.823518025615,51.8991010387331,32.258064516129,4.79612915956582,82,11.594203,66.25,NA,2.8881299495697,15.3601703643799,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad",2022,11.7,136.697,NA,NA,NA,NA,3.24924110546379,40914.444,12396807588.4082,671.720147647873,33382688329.3821,NA,26353662158.7128,60,54,60,12.1839,5.78802687843616,52.997,64.1,2.74817961326246,331746766.049468,36670,12.9220664368098,51.9951525151374,25.8883248730964,4.93265463457792,83,8.212560654,66.25,NA,2.53867292404175,16.7226104736328,76.6,NA,4.397,7.253,0.72,53.125,0.679,0.218,0.805,0.588,0.499,35
"Chad",2023,NA,NA,NA,NA,NA,NA,NA,NA,13149325362.3347,680.639877912029,36009588153.3202,NA,26437055627.6847,67,63,67,NA,10.8363568399842,NA,NA,2.90849870783417,372391938.809795,496830,NA,NA,25.8883248730965,4.936952432064,NA,8.333333015,66.25,NA,NA,16.484354019165,NA,NA,4.544,7.254,0.609,53.5,0.586,0.138,0.755,0.541,0.467,35
"Chile",2020,100,14.415,-5049109795.1587,4.50610139661101,2.51859278430518,6398287493.45736,24.4921536665537,182107,254042159309.311,13114.815470545,491062045094.545,1368060499,252725815177.314,93,91,93,87.4593,3.04549084804334,79.377,5.9,2.06377550015856,5246204733.45184,26042,100,100,22.5806451612903,6.40613849094381,77,79.71014404,80,65.2799987792969,5.62993001937866,19.3549995422363,17.4,10.934,6.151,10.042,0.888,70.15,0.781,0.026,0.812,0.753,0.336,25
"Chile",2021,100,7.892,-603863144.8322,4.81019970676228,4.61881003703654,14573039173.7198,24.6574727113292,183336.2,315515014838.539,16216.5706467899,566819004550.313,1264185464,309176103339.973,95,92,95,88.8045,4.52456838259121,78.944,5.7,1.64187618917853,5194059174.29763,65480,100,100,35.4838709677419,6.43958928747831,74,78.26087189,80,66.9972381591797,4.99923992156982,14.8810195922852,18.2,9.281,6.436,10.143,0.891,70.3,0.803,-0.052,0.859,0.735,0.221,10
"Chile",2022,100,7.687,-5030305058.52402,6.03627962411555,4.37125821603042,13206294050.904,24.8227737340155,184565.266,302116539409.03,15451.1319576678,605061579162.504,1400540500,340155643974.38,96,94,96,90.6769,11.6438667110561,79.519,5.4,1.54832205230529,4649295736.32937,59374,99.9999982963226,99.9999982963226,35.4838709677419,6.41271258335534,71,78.74396515,80,66.629997253418,NA,NA,17.6,8.249,6.415,10.161,0.887,70.45,0.793,-0.014,0.796,0.775,0.253,27
"Chile",2023,NA,NA,-15459843912.116,6.47859210208402,1.87104869195256,6277992013.26176,NA,NA,335533331669.219,17067.8136150601,646646472948.518,1841775193,350758092747.454,96,94,96,94.1192,7.58168251407969,NA,NA,1.6328889293069,5491661223.74877,62679,NA,NA,35.4838709677419,6.1785502548854,NA,79.90196228,80,68.4254989624023,NA,NA,NA,9.013,6.23,10.155,0.874,70.6,0.815,-0.027,0.836,0.779,0.263,27
"China",2020,100,6.737,-99374807720.47,1.72317554862906,1.04659236050306,153720808338.11,23.4313229039402,2199781.8,14687744162801,10408.7195541075,25246667832981.6,757483821706,9580189951552.33,99,99,99,70.0528,2.41942189457782,78.077,5.5,1.75669947098837,257973429833.565,-91577,92.8514970076321,95.8903136606767,24.9411764705882,10.2741823400184,95,4.830917835,75.625,31.7700004577637,4.2333812713623,10.5329275131226,NA,5.61,5.771,9.699,0.808,68.625,0.891,-0.109,NA,0.663,0.245,25
"China",2021,100,5.996,-165277237079.6,1.93078622294539,1.00332844893289,178797739982.88,23.631528267902,2218577.5,17820459508852.2,12617.5051041181,28821648700423.3,936394581135,10915374383263.5,99,99,99,73.0532,0.981015135544882,78.211,5.1,1.60525971842503,285930518056.053,-379749,94.385756597916,96.6944491607209,24.9411764705882,10.7448661106234,94,5.314009666,75.625,NA,3.98832511901855,10.8503179550171,NA,5.11,5.863,9.779,0.856,68.75,0.875,0.02,NA,0.698,0.24,25
"China",2022,100,5.463,19846371666.52,1.06367352996528,1.17466006871012,210050160759.03,23.8317336318638,2237373.2,17881782683707.3,12662.5826712038,31787545714560.8,924393316669,11889425734456.3,99,99,99,75.6113,1.97357555739051,78.587,4.8,1.62314627775085,291958428460.21,-293846,95.8923614069453,97.6469295532532,24.9411764705882,10.7349599022784,95,6.280193329,78.125,NA,4.02356958389282,10.5049028396606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"China",2023,NA,NA,142573770573.99,0.240113517047499,1.04132458130771,185301449981.23,NA,NA,17794783039552,12614.0617416421,34660138175163.8,825045389470,13522644457960.7,97,97,97,77.4827,0.234836828893051,NA,NA,1.66533914524613,296438564342.788,-567724,NA,NA,26.5367819952973,11.302100786129,NA,7.352941036,78.125,NA,NA,NA,NA,NA,6.145,9.861,0.797,69,0.793,-0.032,NA,0.708,0.21,25
"Colombia",2020,99.7,62.885,-5725176361.38989,2.7588942895314,0.641190771333668,1733448622.82941,53.3050112663362,591419.1,270348342541.465,5339.68711357943,785737564322.414,689647169,478094203206.953,88,90,88,69.7953,2.52663500084706,74.769,11.4,3.53698651555212,9554131505.35102,227130,93.0127700372276,97.0410236613368,18.3431952662722,3.88116554697801,71,53.14009476,81.875,53.1599998474121,NA,NA,30.5,15.983,5.709,9.5,0.797,69.175,0.84,-0.091,0.808,0.759,0.34,32
